name,city,state,website,phone,email,source_url,source_name,product_types_raw,processes_inferred,process_for_pages,moq,certs,notes
Plum Deluxe,Portland,OR,https://www.plumdeluxe.com/,,andy@plumdeluxe.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Tea,,,Low,,
TMK Creamery,Canby,OR,https://tmkcreamery.com/,503-887-9286,tessastuedli@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dairy Products; Ice Cream; Whey products; Cheese,dairy,,Inquire about Minimums,,
Toby's Family Foods,Springfield,OR,https://tobysfamilyfoods.com/,541-689-8506,procurement@tobysfamilyfoods.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),HPP juice; Salad dressing; Spreads; Dips,HPP,HPP; sauce/condiment,Inquire about Minimums,3rd-Party Audits,
Squirrel Crow Foods,Portland,OR,https://eattempeh.com/,404-966-7162,squirrelandcrowfoods@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fermentation; Tempeh,,,Low,,
Everfresh,Boring,OR,www.everfreshfruit.com,800-239-8026,info@everfreshfruit.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Ice cream mixes; Apple pie filling; Apple processing; Chocolate bar coating; Chocolate; Caramel,chocolate,,,,
Higher Taste,Cornelius,OR,https://www.thehighertaste.com/,503-230-7944,jon@thehighertaste.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Burritos; Private Labels; Private label plant based and imitation cheese,,,Inquire about Minimums,3rd-Party Audits,
Rose City Confections,Portland,OR,https://rosecityconfections.com/,503-662-2227,kelli@rosecityconfections.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),CBD; Candy,,,Low,,
Miss Hannah's,Newberg,OR,https://misshannahspopcorn.com/,971-264-0663,linda@misshannahspopcorn.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Popcorn; Private Labels,,,Low,,
Galactic Unicorn Packaging,Portland,OR,,,info@galacticup.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Carbonation; CBD non-alcoholic beverages; Functional Beverages; Non-Alcoholic Carbonated Beverages; Velcorin,beverage,,200 gallons,,
Euphoria Chocolate Company,Eugene,OR,https://euphoriachocolate.com/,541-344-4914,sales@euphoriachocolate.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Chocolate; Nuts; Enrobed; Wine infusions,chocolate,,Inquire about Minimums,,
Eurobake Corp,Portland,OR,www.eurobakebakery.com,360-553-8950,josh@eurobakebakery.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Baked goods; Cakes; Cookie dough; Cookies; Batters; Breads; Pastry; Rolls; Frozen dough; Bag & Fill; Pouch bags; Bag in Box; Cartons; Clamshell style packaging; Flo wrapping; Paper bag with window; Shrink wrap packaging,frozen,,Inquire about Minimums,GMP; SQF; FSMA,
Next Step Copack,Oregon City,OR,www.nextstepcopack.com,971-409-0096,dale@nextstepcopack.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry Ingredients; Dry Powder Blends; Spices,blend,,Low,FDA,
Aloha From Oregon,Eugene,OR,http://www.alohafromoregon.com/,541-343-5519,office@alohofromoregon.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Jams; Jellies; Marmalades; Preserves; Syrups,,,,,
Bahman Fine Foods,University City,WA,http://www.bahmanfinefoods.com/,253-988-8989,bd@bahmanfinefoods.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Sauces; Hot Sauce; Canning; Potato Flakes; Canned Fruit,can; canning; sauce; sauces,sauce/condiment,Inquire about Minimums,Kosher; Halal,
Hazelnut Growers of Oregon,Donald,OR,https://oregonorchard.com/,503-648-3858,lschmidt@hazelnut.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dried Fruit; Nuts; Specialty Items,,,Inquire about Minimums,Kosher; Halal,
Alpenrose/Smith Brothers Farm,Clackamas,OR,https://alpenrose.com/co-package/,503-244-1133,wholesale@alpenrose.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Ice Cream; Sour Cream; Dairy Products; Private Labels; Juice,dairy,,Inquire about Minimums,Organic; SQF,
American Noodle Inc.,Portland,OR,https://www.americasfoodsinc.com/services.php,503-284-6818,rayfew@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Cold Fill; Hot Fill; Dry Ingredients; Tea; Spices; Sauces,hot-fill; sauce; sauces,hot-fill; sauce/condiment,Inquire about Minimums,FDA,
Buckman Coffee Factory,Portland,OR,https://buckmancoffee.com/,,https://buckmancoffee.com/pages/contact-us,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Coffee Roasting,,,6 hour shift,,
Better Beverage Company,Bend,OR,https://betterbeveragecompany.com/,,wade@betterbeveragecompany.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Non-alcoholic Beverages; Non-Alcoholic Carbonated Beverages; Fermentation; fermented beverage,beverage,,Inquire about Minimums,SQF; FDA; Organic; 3rd-Party Audits,
Classic Foods,Portland,OR,https://classic-foods.com/wp/,503-234-9387,jakeg@classic-foods.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Spices; Fresh pasta,,,,,
Baxter North America,Salem,OR,https://baxtersna.com/contract-manufacturing/,503-362-3674,https://baxtersna.com/contact/,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),,,,,,
Crater Lake Soda - Yoshida Group,Portland,OR,http://craterlakesoda.com/,503-284-1114,http://craterlakesoda.com/contact-us/,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Carbonation; Glass bottle; Soda,,,Inquire about Minimums,SQF,
Independence Brew Pub,Independence,OR,https://www.p45brewing.com/,503-359-9279,Ryan@p45brewing.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Aluminum Can; Beer; Non-alcoholic Beverages; Mobile canning,beverage; can; canning,,Low,,
Essential Wholesale & Labs,Portland,OR,https://essentiallabs.com/pages/private-labeling,503-917-0887,contactus@essentiallabs.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Cosmetics; skincare; Shampoo; Health & beauty,,,Inquire about Minimums,,
Conan's Hot Sauces & Marinadres LLC,Vancouver,WA,,360-718-8961,conansjuju@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry Blending; Shelf stable; Acidified Food,acidified; dry-blend,,Inquire about Minimums,,
Northwest Gourmet Foods,Renton,WA,https://www.nwgourmetfoods.com/pages/services,425-793-5001,https://www.nwgourmetfoods.com/pages/contact,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Sauces; Salad dressing; Soup,sauce; sauces,sauce/condiment,Inquire about Minimums,SQF; Organic; Kosher,
Del Rio Vineyards,Gold Hill,OR,https://delriovineyards.com/,541-855-2062,jm@delriovineyards.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Wine,,,Inquire about Minimums,,
Oregon Brineworks,Hood River,OR,https://oregonbrineworks.com/,541-354-1357,oregonbrineworks@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fermentation; Pickles; Sauerkraut,,,Low,,
Helsman Pilot Plant,Portland,OR,https://helmsmangroup.com/services/pilot-plant/,510-671-8300,mark@helmsmangroup.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Pilot plant,,,Inquire about Minimums,,
Ralenti Pasta,Portland,OR,https://www.rallentipasta.com/,503-702-7001,adam@rallentipasta.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Pasta,,,Inquire about Minimums,Gluten Free; Organic; 3rd-Party Audits,
Jima Food Manufacturing & Packaging LLC DBA Pride of the West,Vancouver,WA,https://prideofthewest.com/pages/custom-packing-filling,360-694-4976,falgun@prideofthewest.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry Blending; Dry Ingredients,dry-blend,,Low,Gluten Free,
Merino's,Westport,WA,https://merinoseafoods.com/,360-268-5009,https://merinoseafoods.com/contact-merinos/,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Canning; Seafood,can; canning; seafood,,Low,,
Solida Labs,Eugene,OR,https://www.solida-labs.com/pages/solida-labs-i-co-packing,541-321-6705,https://www.solida-labs.com/pages/solida-labs-co-pack-contact-form,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Gummies; Topicals; Bottles; Packaging; CBD,,,Inquire about Minimums,,
Premium Growers LLC,Salem,OR,https://premiumgrowers.com/,503-592-7176,bob@premiumgrowers.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Hazelnuts; Chocolate Covered hazelnuts; Boba Pearls; Popcorn,chocolate,,Inquire about Minimums,,
Rikki Gourmet Foods,Woodinville,WA,https://www.rikkiusa.com/,425-881-6881,info@rikkiusa.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Sauces,sauce; sauces,sauce/condiment,Inquire about Minimums,SQF,
Pan's Mushroom Jerky,Portland,OR,https://www.mushroomjerky.com/,,hello@mushroomjerky.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Frying,,,Inquire about Minimums,3rd-Party Audits,
Tao of Tea,Portland,OR,https://taooftea.com/tao-brewery/,503-975-8327,veerinder@taooftea.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry Ingredients; Dry Powder Blends; Tea,blend,,Low,Organic,
Vern's,Olympia,WA,https://southsoundfresh.localfoodmarketplace.com/Producer/a4c6a441-7aca-4e71-abde-eb378ea13a2c,360-870-2040,vernsfoods@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Soup; Dressings,,sauce/condiment,Inquire about Minimums,,
Yellow Emperor,Eugene,OR,https://yellowemperor.com/,,newprojects@yellowemperor.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dietary Supplements,,,"2,500 units",NSF; GMP; Organic; Halal,
Quality Harvest Foods Corp,Portland,OR,https://qualityharvestfoods.com/,503-252-3006,"contact form - https://qualityharvestfoods.com/contact/ - this goes to CEO, and customer service",https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Baked goods; Bars; Breadsticks,,,"50,000 cases per year",BRCGS; FDA,
Cuesta Springs Ice Company,Spokane,WA,www.cuestaspringsice.com,509-328-2070,thorzen@cuestaspringsice.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Packaged ice,,,,NSF,
"Lukens Farms Inc, DBA Grace Harbor Farms",Custer,WA,https://www.graceharborfarms.com/,360-366-4151,david@graceharborfarms.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Milk; Yogurt; Kefir; Gelato; Cultured buttermilk; Goat milk; Goat cheese; Goat yogurt,,,70 gallons,Organic,
"Encore Cider, LLC",Seattle,WA,https://republicofcider.com/incubator,206-504-6604,george@republicofcider.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Hard Cider; Non-alcoholic Beverages; Sine,beverage,,,,
OOLA Industries,Seattle,WA,http//www.ooladistillery.com,206-709-7909,kirby@ooladistillery.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),1 liter bottling; 750ml bottling; Distilling,bottling,,1 pallet,,
Brown Sugar Baking Company,Seattle,WA,www.brownsugarbakingcompany.com,206-556-0749,brownsugarbaking@live.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Baked goods,,,Low,Certified Vegan; Gluten Free,
Commodities Plus Inc.,Vancouver,WA,https://commoditiesplus.net/,216-798-5121,nvanhorn@commoditiesplus.net,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry Ingredients; Dry Powder Blends; Dry Blending; Flour,dry-blend,,Inquire about Minimums,SQF; Kosher; Halal,
Catalyst Foods Inc,Sumner,WA,http://www.catalyst-foods.com/,415-613-4572,info@catalyst-foods.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Bulk proteins; Ready to eat meals; Scratch made packaged items,,,,3rd-Party Audits; USDA; NSF; HACCP; PCQI,
Pasta Fresh,Redmond,WA,www.pastafresh.com,425-333-2058,mark@pastafresh.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fresh pasta; Pasta; Dry pasta; Gnocchi products; Ravioli,,,,Organic; FDA,
Sweetmarie dba Marie's Bees,Ferndale,WA,https://mariesbees.com/,360-224-2387,marisapapetti@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Chocolate; Enrobed; Vinegars,chocolate,,Inquire about Minimums,,
"Enfield Farms, Inc.",Lynden,WA,http://www.enfieldfarms.com/,360-354-3019,info@enfieldfarms.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fruit,,,Inquire about Minimums,Non-GMO; SQF; Kosher; Sysco's Sustainable Agriculture program ; Organic,
Forte Chocolate,Mount Vernon,WA,www.fortechocolates.com,360-913-1604,karen@fortechocolates.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Chocolate,chocolate,,Inquire about Minimums,,
"Rainy Day Bees, LLC",Shoreline,WA,www.rainydaybees.com,206-519-8505,peter@rainydaybees.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Honey; Flavored honey; Pollen freeze drying,,,,,
RichlandHub,Vancouver,WA,http://www.richlandhub.com/,360-672-7077,bonnym@richlandhub.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Coffee Roasting,,,,Organic,
Vibe Coffee Group Inc.,Lynnwood,WA,www.whidbeycoffee.com,425-322-4524,dan@vibecoffeegroup.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Coffee Roasting,,,Inquire about Minimums,,
Willamette Valley Fruit Company,Salem,OR,https://oregonpotato.com/companies/willamette-valley-fruit-company/,503-586-2203,derek@wvfco.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),IQF; Bag & Fill; Sieve puree,,,,Organic; SQF; Kosher,
Partners a Tasteful Choice Company,Seatac,WA,http://www.partnerscrackers.com/,,caraf@partnerscrackers.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Crackers; Brazilian cheese bread; Flat bread crackers,,,Inquire about Minimums,BRCGS; Organic; Non-GMO; Gluten Free; Kosher,
"Watkins Farm Foods, Inc. DBA Almond Blossom Roasted Nuts",Cashmere,WA,http://www.shopalmondblossom.com/,509-888-3857,Info@shopalmondblossom.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dried Fruit; Nuts,,,$200,,
KombuchaLuv,Centralia,WA,www.KombuchaLuv.com,360-860-8573,Biz@kombuchaluv.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Popcorn; Barbecue sauce; Kombucha; Maple syrup; Freeze dried candy; Puffcorn,sauce,sauce/condiment,,,
La Parisienne Sandwich LLC,Fife,VA,,253-281-3273,simo59143@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fruit cups; Parfaits; Sandwiches; School meals,,,,,locator state field reads VA; city Fife is in WA
Salty Sailors' Smokehouse,Poulsbo,WA,www.Crimsoncove.com,360-598-2683,Brad@crimsoncove.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Smoked salmon; Smoked nuts; Smoked cheese; Smoked sea salt; Oil,,,,HACCP,
UniSea Cold Storage,Redmond,WA,www.unisea.com,425-448-0165,victor.mesa@unisea.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Seafood; Vacuum packaging seafood fillets and steaks,seafood,,,SQF,
"Northern Fish Products, Inc.",Tacoma,WA,www.northernfish.com,253-592-6311,rswanes@northernfish.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Smoked salmon,,,1000 lbs.,SQF; Kosher; HACCP,
CinnAGirls,Centralia,WA,,360-388-7035,Robyneh1@yahoo.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Breakfast sandwiches; Quiche turkey pesto,,,,,
"Movie Style Popcorn, Inc.",Spokane,WA,,509-220-5460,moviestylepopcorn@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Caramel Corn; Popcorn; Snack Foods,snacks,,Inquire about Minimums,,
Forcehtta Pasta,Seattle,WA,http://www.forchettapasta.com/,425-221-4117,mike@forchettapasta.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Fresh pasta; Gnocchi products,,,200 lbs.,,
Northwest Expressions,Shelton,WA,https://nwexpressions.com/pages/co-paking,360-229-0976,bonnie@nwexpressions.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Brittle; Chocolate; Chocolate bar coating; Cookies; Popcorn; Toffee; Flo wrapping,chocolate,,Inquire about Minimums,FDA,
Northwest Co-Packing,Seattle,WA,http://www.nwcopack.com/,206-920-9048,nick@nwcopack.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Coffee Roasting; Portion packs; K-Cup; Toll roasting,,,Low,,
Golden Glen Creamery,Bow,WA,http://www.goldenglencreamry.com/,360-766-6455,info@goldenglencreamery.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Cheese,,,,USDA,
Whidbey Island Seafood Company LLC,Oak Harbor,WA,http://www.whidbeyseafoods.com/,360-320-3286,sales@whidbeyseafood.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Custom seafood smoking; Seafood processing,seafood,,,USDA,
K'ul Chocolate,Bellingham,WA,www.kulchocolate.com,877-342-2452,paul@kulchocolate.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Chocolate; Chocolate bar coating; Chocolate manufacturing,chocolate,,"5,000 lbs.",GMP; Kosher; Organic,
Crescent Specialty Foods Inc.,Everett,WA,http://www.csf1.com/,425-212-5832,info@csf1.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry beans; Lentils; Plastic Jars; Glass Jars,,,,,
Blue Ocean Tea Co. Inc.,Bellingham,WA,http://www.blueoceantea.com/,778-882-8737,markarathoon@blueoceantea.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Tea; Dried beverages; Powder filling,beverage,,,Kosher; SQF; Organic,
"Cascade Range, LLC",Burlington,WA,,360-631-8203,cascaderangellc@gmail.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Hot Fill; Hot Pack; Granola; Powder filling; Jams; Sauces; Nut butters; Syrups,hot-fill; sauce; sauces,hot-fill; sauce/condiment,Low,,
Ocean's Kitchen,Kent,WA,http://www.oceanskitchen.us/,206-880-9624,sam@oceanskitchen.us,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Kanikama (Imitation Crabmeat),meat,,,BRCGS,
Feral Fungi,Estacada,OR,www.feralfungi.com,410-459-2293,orders@feralfungi.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Tinctures,,,Inquire about Minimums,,
Premier Packing,Lynden,WA,http://www.premier-packing.com/,,sales@premier-packing.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Seafood; Seafood processing,seafood,,,BRCGS; HACCP; Kosher,
Monterosso Coffee Roasters,Shelton,WA,http://www.monterossocoffee.com/,425-770-6873,LEOVARDO95@YAHOO.COM,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Dry packaging; Dry Ingredients,,,,FDA,
Seattle Gummy Company,Renton,WA,https://seattlegummy.com/,206-257-0464,BFitch@seattlegummy.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Gummies,,,,NSF; FDA; GMP,
"Cole Adventures, LLC dba Mima's Famous Salsa",Wenatchee,WA,https://www.mimasfamoussalsa.com/,360-621-4537,Mima@MimasFamousSalsa.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Sauces; Liquid based products,sauce; sauces,sauce/condiment,Inquire about Minimums,,
CB's Nuts,Hansville,WA,http://www.cbsnuts.com/,206-372-6842,tami@cbsnuts.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Peanut butter; Peanuts,,,1 pallet,Non-GMO; Organic; Kosher,
Eagle Beverage Products,Kent,WA,WWW.EAGLE-BEVERAGE.COM,208-818-9709,JGLUHAK@EAGLEBEVERAGE.COM,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Smoothie bases; Syrups; Powder filling; Espresso syrups; Non-Alcoholic bar mixes; Non-alcoholic spirits,,,150 gallons per sku,SQF,
Motovotano LLC,Anacortes,WA,http://www.motovotano.com/,360-399-1096,james@motovotano.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Tea; Blending of Dry Mixes,blend,,"5,000 tea bags per sku",GMP,
Pizza Commissary - The Dough Factory,Sumner,WA,http://www.pizzacommissary.com/,253-921-2131,info@pizzacommissary.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Pizza dough,,,100 cases,FDA,
Blue Bike Foods,Bellingham,WA,https://bluebikefoods.com/,360-798-3696,zacf@erinbakers.com,https://www.oregon.gov/odaroadmap/operations/pages/pnw-co-packer-locator.aspx,Oregon ODA PNW Co-packer Locator (fetched 2026-08-21),Granola; Nuts; Bar Mixes; Cookies; Snack Foods,snacks,,Inquire about Minimums,Non-GMO; Organic,
